Lesson ID,Ээлжит хичээл,Үнэлгээний нэгж,Learning Objective ID,Суралцахуйн зорилт,Суралцахуйн үр дүн
L37,Илэрхийллийн утгыг олох,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3б,"6.3б. Аравтын бутархайг нэг ба хоёр оронтой бүхэл тоогоор болон аравтын бутархайгаар үржүүлэх, хуваах 6.3в. Аравтын бутархай оролцсон илэрхийлэлд үйлдлийн дарааллын дүрэм, үйлдлийн чанарыг хэрэглэх, үйлдлийн дүнг урвуу үйлдлээр шалгах, хялбар аргаар тооцоолох","4. Сурагч аравтын бутархайн дөрвөн үйлдэл гүйцэтгэдэг, аравтын бутархай оролцсон тоон илэрхийллийн утгыг үйлдлийн дараалал, үйлдлийн чанар ашиглан хялбар аргаар тооцоолдог болно."
L38, Илэрхийллийн утгыг олох хялбар аргууд,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3б,"6.3б. Аравтын бутархайг нэг ба хоёр оронтой бүхэл тоогоор болон аравтын бутархайгаар үржүүлэх, хуваах 6.3в. Аравтын бутархай оролцсон илэрхийлэлд үйлдлийн дарааллын дүрэм, үйлдлийн чанарыг хэрэглэх, үйлдлийн дүнг урвуу үйлдлээр шалгах, хялбар аргаар тооцоолох","4. Сурагч аравтын бутархайн дөрвөн үйлдэл гүйцэтгэдэг, аравтын бутархай оролцсон тоон илэрхийллийн утгыг үйлдлийн дараалал, үйлдлийн чанар ашиглан хялбар аргаар тооцоолдог болно."
L39,ҮНЭЛГЭЭ-Аравтын бутархайн 4 үйлдэл,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3б,"6.3б. Аравтын бутархайг нэг ба хоёр оронтой бүхэл тоогоор болон аравтын бутархайгаар үржүүлэх, хуваах 6.3в. Аравтын бутархай оролцсон илэрхийлэлд үйлдлийн дарааллын дүрэм, үйлдлийн чанарыг хэрэглэх, үйлдлийн дүнг урвуу үйлдлээр шалгах, хялбар аргаар тооцоолох","4. Сурагч аравтын бутархайн дөрвөн үйлдэл гүйцэтгэдэг, аравтын бутархай оролцсон тоон илэрхийллийн утгыг үйлдлийн дараалал, үйлдлийн чанар ашиглан хялбар аргаар тооцоолдог болно."
L40,Энгийн бутархайн хэлбэрүүд,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3г,"6.3г. Энгийн бутархайн үндсэн чанарыг хэрэглэн бутархайг хураах, тэнцүү бутархайнуудыг таних, засагдах бутархайг холимог бутархай, холимог бутархайг засагдах бутархай болгох 6.3д. Энгийн бутархайнуудыг ижил хуваарьтай болгох эсвэл тоон шулуун дээр тэмдэглэх замаар жиших, эрэмбэлэх","5. Сурагч энгийн бутархайг хурааж, тэнцүү бутархай үүсгэдэг, засагдах болон холимог хэлбэрийн бутархайг харилцан шилжүүлдэг, энгийн бутархайг жишдэг, эрэмбэлдэг болно."
L41,Энгийн бутархайг хураах үйлдэл,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3г,"6.3г. Энгийн бутархайн үндсэн чанарыг хэрэглэн бутархайг хураах, тэнцүү бутархайнуудыг таних, засагдах бутархайг холимог бутархай, холимог бутархайг засагдах бутархай болгох 6.3д. Энгийн бутархайнуудыг ижил хуваарьтай болгох эсвэл тоон шулуун дээр тэмдэглэх замаар жиших, эрэмбэлэх","5. Сурагч энгийн бутархайг хурааж, тэнцүү бутархай үүсгэдэг, засагдах болон холимог хэлбэрийн бутархайг харилцан шилжүүлдэг, энгийн бутархайг жишдэг, эрэмбэлдэг болно."
L42,"Энгийн бутархайг тоон шулуун дээр байршуулах аргаар жиших, эрэмбэлэх","Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3г,"6.3г. Энгийн бутархайн үндсэн чанарыг хэрэглэн бутархайг хураах, тэнцүү бутархайнуудыг таних, засагдах бутархайг холимог бутархай, холимог бутархайг засагдах бутархай болгох 6.3д. Энгийн бутархайнуудыг ижил хуваарьтай болгох эсвэл тоон шулуун дээр тэмдэглэх замаар жиших, эрэмбэлэх","5. Сурагч энгийн бутархайг хурааж, тэнцүү бутархай үүсгэдэг, засагдах болон холимог хэлбэрийн бутархайг харилцан шилжүүлдэг, энгийн бутархайг жишдэг, эрэмбэлдэг болно."
L43,"Энгийн бутархайг ижил хуваарьтай болгох аргаар жиших, эрэмбэлэх","Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3г,"6.3г. Энгийн бутархайн үндсэн чанарыг хэрэглэн бутархайг хураах, тэнцүү бутархайнуудыг таних, засагдах бутархайг холимог бутархай, холимог бутархайг засагдах бутархай болгох 6.3д. Энгийн бутархайнуудыг ижил хуваарьтай болгох эсвэл тоон шулуун дээр тэмдэглэх замаар жиших, эрэмбэлэх","5. Сурагч энгийн бутархайг хурааж, тэнцүү бутархай үүсгэдэг, засагдах болон холимог хэлбэрийн бутархайг харилцан шилжүүлдэг, энгийн бутархайг жишдэг, эрэмбэлдэг болно."
L44,"Бутархайг жиших, эрэмбэлэх аргууд","Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3г,"6.3г. Энгийн бутархайн үндсэн чанарыг хэрэглэн бутархайг хураах, тэнцүү бутархайнуудыг таних, засагдах бутархайг холимог бутархай, холимог бутархайг засагдах бутархай болгох 6.3д. Энгийн бутархайнуудыг ижил хуваарьтай болгох эсвэл тоон шулуун дээр тэмдэглэх замаар жиших, эрэмбэлэх","5. Сурагч энгийн бутархайг хурааж, тэнцүү бутархай үүсгэдэг, засагдах болон холимог хэлбэрийн бутархайг харилцан шилжүүлдэг, энгийн бутархайг жишдэг, эрэмбэлдэг болно."
L45,"ҮНЭЛГЭЭ-Энгийн бутархайг хураах, жиших","Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3г,"6.3г. Энгийн бутархайн үндсэн чанарыг хэрэглэн бутархайг хураах, тэнцүү бутархайнуудыг таних, засагдах бутархайг холимог бутархай, холимог бутархайг засагдах бутархай болгох 6.3д. Энгийн бутархайнуудыг ижил хуваарьтай болгох эсвэл тоон шулуун дээр тэмдэглэх замаар жиших, эрэмбэлэх","5. Сурагч энгийн бутархайг хурааж, тэнцүү бутархай үүсгэдэг, засагдах болон холимог хэлбэрийн бутархайг харилцан шилжүүлдэг, энгийн бутархайг жишдэг, эрэмбэлдэг болно."
L46,"Ижил биш хуваарьтай энгийн бутархайнуудыг нэмэх, хасах үйлдэл","Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3е,"6.3е. Ижил биш хуваарьтай энгийн бутархайнуудыг нэмэх, хасах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L47,"Холимог бутархайнуудыг нэмэх, хасах үйлдэл","Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3е,"6.3е. Ижил биш хуваарьтай энгийн бутархайнуудыг нэмэх, хасах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L48,"Бодлого дасгал (Энгийн бутархайн нэмэх, хасах үйлдэл)","Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3е,"6.3е. Ижил биш хуваарьтай энгийн бутархайнуудыг нэмэх, хасах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L49,Энгийн бутархайн үржүүлэх үйлдэл,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3ж,"6.3ж. Энгийн бутархайг үржүүлэх, өгсөн тооны тодорхой хэсэгт ногдох тоог олох, энгийн бутархайг бүхэл тоонд хуваах, бүхэл тоог энгийн бутархайд хуваах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L50,Энгийн бутархайн хуваах үйлдэл,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3ж,"6.3ж. Энгийн бутархайг үржүүлэх, өгсөн тооны тодорхой хэсэгт ногдох тоог олох, энгийн бутархайг бүхэл тоонд хуваах, бүхэл тоог энгийн бутархайд хуваах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L51,"Бодлого дасгал (энгийн бутархайн үржих, хуваах үйлдэл)","Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3ж,"6.3ж. Энгийн бутархайг үржүүлэх, өгсөн тооны тодорхой хэсэгт ногдох тоог олох, энгийн бутархайг бүхэл тоонд хуваах, бүхэл тоог энгийн бутархайд хуваах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L52,Хэсгийн бодлого,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3ж,"6.3ж. Энгийн бутархайг үржүүлэх, өгсөн тооны тодорхой хэсэгт ногдох тоог олох, энгийн бутархайг бүхэл тоонд хуваах, бүхэл тоог энгийн бутархайд хуваах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L53,Бодлого дасгал (энгийн бутархайн дөрвөн үйлдэл),"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3ж,"6.3ж. Энгийн бутархайг үржүүлэх, өгсөн тооны тодорхой хэсэгт ногдох тоог олох, энгийн бутархайг бүхэл тоонд хуваах, бүхэл тоог энгийн бутархайд хуваах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L54,Бодлого дасгал (энгийн бутархайн оролцсон илэрхийлэл),"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3ж,"6.3ж. Энгийн бутархайг үржүүлэх, өгсөн тооны тодорхой хэсэгт ногдох тоог олох, энгийн бутархайг бүхэл тоонд хуваах, бүхэл тоог энгийн бутархайд хуваах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L55,"ҮНЭЛГЭЭ-Энгийн бутархайг хураах, жиших","Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3ж,"6.3ж. Энгийн бутархайг үржүүлэх, өгсөн тооны тодорхой хэсэгт ногдох тоог олох, энгийн бутархайг бүхэл тоонд хуваах, бүхэл тоог энгийн бутархайд хуваах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L56,Төгсгөлөг аравтын бутархайг энгийн бутархайгаар илэрхийлэх,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3ж,"6.3ж. Энгийн бутархайг үржүүлэх, өгсөн тооны тодорхой хэсэгт ногдох тоог олох, энгийн бутархайг бүхэл тоонд хуваах, бүхэл тоог энгийн бутархайд хуваах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L57,Энгийн бутархайг аравтын бутархайд шилжүүлэх,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3ж,"6.3ж. Энгийн бутархайг үржүүлэх, өгсөн тооны тодорхой хэсэгт ногдох тоог олох, энгийн бутархайг бүхэл тоонд хуваах, бүхэл тоог энгийн бутархайд хуваах","6. Сурагч энгийн бутархайн нэмэх, хасах, үржүүлэх үйлдэл гүйцэтгэдэг, энгийн бутархайг бүхэл тоонд, бүхэл тоог энгийн бутархайд хуваах үйлдэл гүйцэтгэдэг болно."
L58,Бодлого дасгал (Энгийн ба аравтын бутархайг харилцан шилжүүлэх),"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3з,"6.3з. Төгсгөлөг аравтын бутархайг энгийн бутархайгаар илэрхийлэх, хуваах үйлдэл ашиглан энгийн бутархайг аравтын бутархайгаар илэрхийлэх","7. Сурагч дүрс, тоо хэмжээний хэсгийг энгийн ба аравтын бутархайгаар илэрхийлдэг, эдгээрийг харилцан шилжүүлдэг болно."
L59,ҮНЭЛГЭЭ-Энгийн ба аравтын бутархайг харилцан шилжүүлэх,"Энгийн ба аравтын бутархай, тоог жиших, тоймлох",CZ-6.3з,"6.3з. Төгсгөлөг аравтын бутархайг энгийн бутархайгаар илэрхийлэх, хуваах үйлдэл ашиглан энгийн бутархайг аравтын бутархайгаар илэрхийлэх","7. Сурагч дүрс, тоо хэмжээний хэсгийг энгийн ба аравтын бутархайгаар илэрхийлдэг, эдгээрийг харилцан шилжүүлдэг болно."
L60,Процент,"Процент, харьцаа, пропорц",CZ-6.3и,"6.3и. Тоо, хэмжээний зууны нэг хэсэг нь процент гэдгийг хэрэглэн дүрс, тоо, хэмжээний хэсгийг энгийн бутархай, процент, аравтын бутархайгаар илэрхийлэх, эдгээрийг харилцан шилжүүлэх","8. Сурагч дүрс, тоо хэмжээний хэсгийг процентоор илэрхийлдэг, дүрсэлдэг, процентын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L61,100 - аас их процент,"Процент, харьцаа, пропорц",CZ-6.3и,"6.3и. Тоо, хэмжээний зууны нэг хэсэг нь процент гэдгийг хэрэглэн дүрс, тоо, хэмжээний хэсгийг энгийн бутархай, процент, аравтын бутархайгаар илэрхийлэх, эдгээрийг харилцан шилжүүлэх","8. Сурагч дүрс, тоо хэмжээний хэсгийг процентоор илэрхийлдэг, дүрсэлдэг, процентын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L62,Процентыг тооцоолох,"Процент, харьцаа, пропорц",CZ-6.3и,"6.3и. Тоо, хэмжээний зууны нэг хэсэг нь процент гэдгийг хэрэглэн дүрс, тоо, хэмжээний хэсгийг энгийн бутархай, процент, аравтын бутархайгаар илэрхийлэх, эдгээрийг харилцан шилжүүлэх","8. Сурагч дүрс, тоо хэмжээний хэсгийг процентоор илэрхийлдэг, дүрсэлдэг, процентын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L63,Процентын хэрэглээ-Бодлого дасгал,"Процент, харьцаа, пропорц",CZ-6.3и,"6.3и. Тоо, хэмжээний зууны нэг хэсэг нь процент гэдгийг хэрэглэн дүрс, тоо, хэмжээний хэсгийг энгийн бутархай, процент, аравтын бутархайгаар илэрхийлэх, эдгээрийг харилцан шилжүүлэх","8. Сурагч дүрс, тоо хэмжээний хэсгийг процентоор илэрхийлдэг, дүрсэлдэг, процентын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L64,ҮНЭЛГЭЭ-Процент,"Процент, харьцаа, пропорц",CZ-6.3и,"6.3и. Тоо, хэмжээний зууны нэг хэсэг нь процент гэдгийг хэрэглэн дүрс, тоо, хэмжээний хэсгийг энгийн бутархай, процент, аравтын бутархайгаар илэрхийлэх, эдгээрийг харилцан шилжүүлэх","8. Сурагч дүрс, тоо хэмжээний хэсгийг процентоор илэрхийлдэг, дүрсэлдэг, процентын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L65,Харьцаа,"Процент, харьцаа, пропорц",CZ-6.3к,"6.3к. Тоо, хэмжээний өгсөн процентод ногдох тоог олох, бага тоог их тооны хэсэг, процентоор илэрхийлэх, асуудал шийдвэрлэх","8. Сурагч дүрс, тоо хэмжээний хэсгийг процентоор илэрхийлдэг, дүрсэлдэг, процентын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L66,Тоо хэмжээг өгсөн харьцаатай хэсгүүдэд хуваах,"Процент, харьцаа, пропорц",CZ-6.4а,"6.4а. Харьцааг ойлгох, тэмдэглэх, тоо, хэмжээг өгсөн харьцаагаар хоёр ба гурван хэсэгт хуваах, тоо, хэмжээг харьцуулах, жишихэд процентийг хэрэглэх","9. Сурагч тоо, хэмжээг өгсөн харьцаагаар хуваадаг, тоо, хэмжээг харьцуулах, жишихэд процентыг хэрэглэдэг; пропорцын чанар болон шууд пропорционал хамаарлын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L67,Пропорцын үндсэн чанар,"Процент, харьцаа, пропорц",CZ-6.4б,"6.4б. Пропорцын үндсэн чанар, түүнийг асуудал шийдвэрлэхэд хэрэглэх","9. Сурагч тоо, хэмжээг өгсөн харьцаагаар хуваадаг, тоо, хэмжээг харьцуулах, жишихэд процентыг хэрэглэдэг; пропорцын чанар болон шууд пропорционал хамаарлын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L68,Пропорцын үндсэн чанарын хэрэглээ,"Процент, харьцаа, пропорц",CZ-6.4б,"6.4б. Пропорцын үндсэн чанар, түүнийг асуудал шийдвэрлэхэд хэрэглэх","9. Сурагч тоо, хэмжээг өгсөн харьцаагаар хуваадаг, тоо, хэмжээг харьцуулах, жишихэд процентыг хэрэглэдэг; пропорцын чанар болон шууд пропорционал хамаарлын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L69,Шууд пропорционал хамаарал,"Процент, харьцаа, пропорц",CZ-6.4в,"6.4в. Шууд пропорционал хамаарлыг таних, пропорционалийн коэффициентийг олох, хялбар асуудал шийдвэрлэх","9. Сурагч тоо, хэмжээг өгсөн харьцаагаар хуваадаг, тоо, хэмжээг харьцуулах, жишихэд процентыг хэрэглэдэг; пропорцын чанар болон шууд пропорционал хамаарлын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L70,Пропорционал хамаарлын хэрэглээ,"Процент, харьцаа, пропорц",CZ-6.4в,"6.4в. Шууд пропорционал хамаарлыг таних, пропорционалийн коэффициентийг олох, хялбар асуудал шийдвэрлэх","9. Сурагч тоо, хэмжээг өгсөн харьцаагаар хуваадаг, тоо, хэмжээг харьцуулах, жишихэд процентыг хэрэглэдэг; пропорцын чанар болон шууд пропорционал хамаарлын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L71,"ҮНЭЛГЭЭ-Харьцаа, пропорц, шууд пропорционал хамаарал","Процент, харьцаа, пропорц",CZ-6.4в,"6.4в. Шууд пропорционал хамаарлыг таних, пропорционалийн коэффициентийг олох, хялбар асуудал шийдвэрлэх","9. Сурагч тоо, хэмжээг өгсөн харьцаагаар хуваадаг, тоо, хэмжээг харьцуулах, жишихэд процентыг хэрэглэдэг; пропорцын чанар болон шууд пропорционал хамаарлын талаарх ойлголтоо хэрэглэн хялбар асуудал шийдвэрлэдэг болно."
L72,Алгебрын шугаман илэрхийлэл,"Алгебрын илэрхийлэл, тэгшитгэл",CZ-6.5а,"6.5а. Хувьсагч эсвэл тодорхойгүй тоог үсэг хэрэглэн бичих, алгебрын шугаман илэрхийлэл зохиох, төсөөтэй гишүүдийг эмхэтгэх","10. Сурагч бүхэл коэффиценттэй алгебрын шугаман илэрхийлэл зохиож, хялбарчилдаг, тоон утгыг олдог, бүхэл тоон коэффиценттэй хялбар шугаман тэгшитгэл зохиож, шийдийг олдог болно."
L73,"Алгебрын шугаман илэрхийллийг хялбарчлах, илэрхийллийн утгыг олох","Алгебрын илэрхийлэл, тэгшитгэл",CZ-6.5а,"6.5а. Хувьсагч эсвэл тодорхойгүй тоог үсэг хэрэглэн бичих, алгебрын шугаман илэрхийлэл зохиох, төсөөтэй гишүүдийг эмхэтгэх","10. Сурагч бүхэл коэффиценттэй алгебрын шугаман илэрхийлэл зохиож, хялбарчилдаг, тоон утгыг олдог, бүхэл тоон коэффиценттэй хялбар шугаман тэгшитгэл зохиож, шийдийг олдог болно."
L74,Гишүүнчлэн үржүүлэх ба хаалтаас ерөнхий үржигдэхүүн гаргах,"Алгебрын илэрхийлэл, тэгшитгэл",CZ-6.5б,"6.5б. Бүхэл тоон коэффициенттэй алгебрын шугаман илэрхийллийг хувиргах, хялбарчлах, хувьсагчийн оронд тоон утга орлуулан илэрхийллийн утгыг олох (хаалт дотор байгаа илэрхийллийг тогтмол тоогоор үржүүлэх, ерөнхий үржигдэхүүнийг хаалтнаас гаргах)","10. Сурагч бүхэл коэффиценттэй алгебрын шугаман илэрхийлэл зохиож, хялбарчилдаг, тоон утгыг олдог, бүхэл тоон коэффиценттэй хялбар шугаман тэгшитгэл зохиож, шийдийг олдог болно."
L75,"Бодлого дасгал (Алгебрын илэрхийллийг хялбарчлах, утгыг нь олох)","Алгебрын илэрхийлэл, тэгшитгэл",CZ-6.5б,"6.5б. Бүхэл тоон коэффициенттэй алгебрын шугаман илэрхийллийг хувиргах, хялбарчлах, хувьсагчийн оронд тоон утга орлуулан илэрхийллийн утгыг олох (хаалт дотор байгаа илэрхийллийг тогтмол тоогоор үржүүлэх, ерөнхий үржигдэхүүнийг хаалтнаас гаргах)","10. Сурагч бүхэл коэффиценттэй алгебрын шугаман илэрхийлэл зохиож, хялбарчилдаг, тоон утгыг олдог, бүхэл тоон коэффиценттэй хялбар шугаман тэгшитгэл зохиож, шийдийг олдог болно."
L76,Алгебрын илэрхийллийн хэрэглээ ,"Алгебрын илэрхийлэл, тэгшитгэл",CZ-6.5б,"6.5б. Бүхэл тоон коэффициенттэй алгебрын шугаман илэрхийллийг хувиргах, хялбарчлах, хувьсагчийн оронд тоон утга орлуулан илэрхийллийн утгыг олох (хаалт дотор байгаа илэрхийллийг тогтмол тоогоор үржүүлэх, ерөнхий үржигдэхүүнийг хаалтнаас гаргах)","10. Сурагч бүхэл коэффиценттэй алгебрын шугаман илэрхийлэл зохиож, хялбарчилдаг, тоон утгыг олдог, бүхэл тоон коэффиценттэй хялбар шугаман тэгшитгэл зохиож, шийдийг олдог болно."
L77,Шугаман тэгшитгэл ,"Алгебрын илэрхийлэл, тэгшитгэл",CZ-6.5в,"6.5в. х - нь тэнцүүгийн тэмдгийн зөвхөн нэг талд нь байх бүхэл тоон коэффициенттэй шугаман тэгшитгэл зохиох, бодох","10. Сурагч бүхэл коэффиценттэй алгебрын шугаман илэрхийлэл зохиож, хялбарчилдаг, тоон утгыг олдог, бүхэл тоон коэффиценттэй хялбар шугаман тэгшитгэл зохиож, шийдийг олдог болно."
